Id,Sales
334,11177.4749414
335,12863.8135321
336,6362.06261453
337,10693.117329
338,3261.69858462
339,5694.56717064
340,7314.92157978
341,5224.49961668
342,8147.86718392
343,5750.11726091
344,5382.55965223
345,9334.75187826
346,11354.128601
347,10988.9894968
348,5871.48349219
349,5608.8616826
350,7567.90709821
351,7866.10632151
352,6761.49703133
353,5583.92902344
354,7382.06717149
355,10879.6381793
356,4989.78462181
357,6892.84080501
358,8508.59960043
359,8830.59673175
360,13499.5044243
361,6032.97046462
362,12734.2051788
363,7660.84438566
364,5845.9841118
365,4175.51778449
366,6406.45214301
367,6964.9196816
368,6418.34829997
369,8319.95556155
370,5440.94671799
371,5340.77614485
372,7894.78951615
373,3520.41110305
374,8394.01444415
375,7617.49495414
376,8375.35781477
377,9718.31011979
378,6453.55728006
379,9454.91178948
380,6759.82267346
381,5933.94456852
382,5954.04299675
383,5478.54891617
384,11070.4068327
385,7892.21233098
386,5575.35378901
387,7851.47507921
388,9376.95837044
389,8377.57740577
390,6631.570856
391,8906.51681062
392,5928.05382475
393,6679.76917369
394,6792.96006546
395,9921.0066201
396,7022.21294064
397,6632.62186619
398,6576.77753636
399,5582.91615442
400,3828.73505456
401,6237.78147073
402,9060.27870987
403,9184.80826887
404,11120.1087564
405,12078.7582118
406,9083.15242619
407,4294.83878325
408,5330.06963862
409,11849.3294586
410,12162.0971862
411,8214.46532503
412,9285.68423124
413,9169.05623618
414,6565.93433702
415,4364.71552649
416,11301.5973303
417,7271.34876494
418,7508.82776079
419,6790.91155475
420,3424.97979547
421,12892.7163343
422,6446.30399553
423,5475.29248306
424,5150.53529882
425,6486.7260146
426,7264.08018129
427,8861.58403269
428,7260.42815927
429,5160.03759368
430,5294.71579585
431,4383.55524286
432,3678.6062397
433,7786.66088779
434,18965.6587687
435,5286.42765051
436,6287.34766564
437,7159.81628784
438,6349.91290193
439,5884.30961556
440,5364.69446511
441,4704.57467862
442,8473.00731013
443,7822.58075597
444,4305.37249538
445,9654.24107269
446,6327.23135423
447,4897.28151151
448,9262.52753435
449,8271.38450189
450,9940.54225675
451,6080.64099611
452,7350.92086092
453,5334.76029811
454,5461.67868477
455,15146.8585998
456,10988.7387506
457,6950.89942871
458,6189.19896871
459,5394.16134759
460,6340.27181837
461,5808.49816173
462,11295.9257798
463,5325.58215346
464,6266.90980713
465,8091.89167293
466,4990.13068208
467,7127.53686225
468,8469.06575986
469,8107.69458557
470,8173.8269709
471,4446.34316467
472,5750.08894815
473,7016.52449082
474,9777.5978885
475,9224.26482176
476,7500.49858494
477,5101.00838095
478,8413.1555159
479,6771.24553698
480,5087.70209362
481,7690.43403415
482,7819.63313291
483,6990.15645384
484,6823.52121027
485,7040.98808241
486,6725.38570111
487,6189.20145837
488,7795.44920868
489,7254.52164949
490,6690.97008397
491,10080.216446
492,6570.55343316
493,5002.59372817
494,12962.941556
495,6565.4969563
496,3707.97841603
497,8611.76641545
498,8316.68062837
499,11953.8318612
500,5610.59596174
501,6491.39336569
502,6278.92021307
503,8030.19492026
504,6484.96041415
505,9629.46382833
506,3585.68656192
507,7139.85523804
508,6517.79876078
509,6101.03369916
510,5836.02808807
511,7281.44428647
512,9245.83613432
513,6018.83694487
514,8895.47572848
515,8170.25017471
516,9517.97609716
517,5157.81499987
518,7268.60159873
519,7501.36665439
520,8477.65898175
521,8984.44369252
522,5776.06857929
523,9284.90676834
524,7953.29449312
525,8421.60948032
526,4973.90582594
527,4225.59584676
528,8993.35083616
529,6540.60459217
530,9434.60959655
531,7288.16477987
532,6138.18226845
533,8863.00202644
534,7523.57281547
535,7562.61060814
536,8540.88278188
537,6966.91379377
538,9171.35820522
539,11858.5802946
540,8763.05762349
541,5321.6591626
542,6592.6109308
543,4722.92036798
544,3575.91601215
545,9158.86290662
546,5986.64418235
547,8993.36062279
548,5171.35929727
549,7658.73783805
550,6645.57995862
551,9647.43304258
552,5678.2833268
553,5752.97897943
554,6232.09213676
555,8277.32209433
556,6002.79390494
557,7797.43505024
558,8286.00695665
559,9936.34153391
560,8595.57227424
561,7626.19436521
562,6358.74372948
563,5060.61658517
564,5927.42216474
565,11397.4959673
566,10082.7815451
567,5823.02546655
568,15744.191858
569,6512.74316959
570,6039.19733006
571,6688.4744565
572,9444.07199609
573,11038.2806092
574,7734.73201944
575,8925.83486816
576,9069.06591136
577,7711.90052869
578,7315.68283635
579,6297.2174585
580,5024.13252408
581,5826.06489798
582,4411.17308282
583,5961.35450162
584,9561.99137498
585,17045.3263726
586,7423.6894052
587,5602.45809358
588,8285.93858771
589,4916.41712593
590,6382.83384478
591,4614.26048342
592,10004.1468923
593,7051.3970738
594,6456.23188116
595,14619.2164924
596,12598.8104526
597,6866.90050572
598,7699.00603777
599,4268.72246102
600,5644.52463638
601,5726.01233018
602,9044.80745249
603,5345.94908512
604,4886.89186867
605,6389.46799795
606,6438.73343719
607,7165.68976577
608,8234.19008913
609,3827.77007957
610,7573.07053492
611,9145.48014696
612,8626.95692627
613,5572.75273408
614,4999.49018489
615,8921.02189378
616,5443.75027489
617,10240.050224
618,5329.80715817
619,5573.13970974
620,7737.59724295
621,6330.51038554
622,5044.9450556
623,6298.66496217
624,7914.74120983
625,9498.31611346
626,10757.4238304
627,6253.07592326
628,4075.05486006
629,6470.32990338
630,6499.70151011
631,5369.60880868
632,7170.83988601
633,6464.52840762
634,12202.8346404
635,7817.92628453
636,6816.90571554
637,7818.17594773
638,5315.769143
639,9867.0522802
640,6261.19126494
641,14137.7633889
642,6848.98923442
643,6033.96067801
644,6006.3837944
645,4722.92398701
646,7934.53198962
647,19672.4926991
648,4551.42800511
649,4972.54136399
650,10483.5400787
651,6705.02816739
652,7759.7588259
653,8896.20706712
654,6960.83017257
655,5329.63660024
656,5180.92825659
657,10183.082302
658,6885.66604885
659,8011.36096703
660,8074.62253067
661,5002.27414493
662,7777.44242221
663,6804.4671127
664,4267.61790166
665,8856.72775224
666,8954.50747278
667,4921.69406669
668,8756.97206976
669,8044.56539938
670,5007.89518498
671,10115.1686303
672,7210.0276697
673,8545.84290512
674,5218.30451922
675,5734.34692734
676,6538.49554056
677,4430.59959607
678,8480.52096355
679,4796.83480545
680,6413.19905706
681,4976.12833265
682,6505.03106257
683,6571.94366762
684,7568.71618067
685,7477.13999017
686,9078.31040084
687,6839.9079569
688,7581.18799638
689,6772.00630621
690,8851.78438868
691,10180.1855956
692,7400.19677703
693,3533.43977072
694,6348.12502625
695,7765.52040307
696,4811.57224902
697,12122.5223906
698,6243.13346057
699,7347.2005719
700,11341.8185981
701,6959.68527535
702,4937.99680639
703,12512.5407262
704,10418.0470093
705,5697.35717195
706,9770.13724441
707,11077.6356086
708,6571.87577823
709,5596.11314198
710,7251.71655472
711,6484.089791
712,6962.61240903
713,7538.45125397
714,5227.36627038
715,6477.34971424
716,8280.31521795
717,7280.12149986
718,9002.93924426
719,6575.81421291
720,7019.45369598
721,4377.74829004
722,8472.6756362
723,7318.75724478
724,6542.33949988
725,7060.2734638
726,8139.33158647
727,9776.75027746
728,6037.95567145
729,5663.95183921
730,7016.48589815
731,7741.31352332
732,7677.60115832
733,4880.3285666
734,4613.56294922
735,7439.77447124
736,8067.72418939
737,6287.30869927
738,8971.12094949
739,6286.85876498
740,6951.44918274
741,5647.52856441
742,3995.85785375
743,7337.25930189
744,6865.8055113
745,7568.57281903
746,9870.20419224
747,8582.8845524
748,5282.92776351
749,9699.14303731
750,4274.87900137
751,3753.34121796
752,7771.63345485
753,13415.1482371
754,8944.96277557
755,7647.728501
756,5060.2179392
757,7381.02436756
758,9179.48610758
759,6693.14393256
760,9311.18885059
761,5550.36809682
762,4750.8458201
763,5913.55009144
764,6143.31349414
765,5915.0603808
766,5555.61312214
767,5938.31725788
768,4766.27183269
769,7492.64066163
770,7741.68036027
771,6130.09811077
772,6354.20987305
773,7639.92785533
774,6319.09912987
775,5185.79843101
776,10144.8779842
777,7478.66139685
778,6212.1947041
779,4104.50545543
780,12673.8450313
781,7224.71436563
782,6257.94746106
783,9057.01531974
784,8409.94473714
785,8150.70982888
786,6706.21306531
787,7914.24030745
788,10100.0096904
789,13790.6912471
790,5563.93493876
791,5429.41618458
792,5767.53549305
793,7024.75241001
794,6187.25309165
795,8294.10279037
796,9834.13771461
797,6283.38748519
798,4781.72816623
799,6584.63587888
800,8590.71571222
801,5625.99043631
802,8274.57022139
803,4407.03224271
804,8124.58892953
805,9151.0331429
806,7745.95041513
807,9999.58370211
808,6769.55078813
809,4570.65443794
810,7247.55539994
811,7916.12316342
812,9717.76217057
813,8327.88492135
814,8794.83190222
815,7220.98949453
816,5085.36057063
817,10499.433012
818,4849.0678261
819,10877.7366054
820,6761.27532513
821,4791.07065141
822,7580.78868695
823,6543.07848252
824,8013.96981907
825,8303.32190807
826,4557.5515163
827,5230.06301825
828,8545.3345099
829,9127.78398204
830,10723.8855057
831,5747.38307374
832,6651.91181951
833,7064.42093714
834,7164.94144145
835,6108.51290014
836,10716.1241026
837,8892.58673609
838,12376.1907912
839,4672.90358418
840,6359.73928511
841,11209.5863366
842,8148.60850341
843,5632.28498619
844,11044.9720828
845,7336.12910003
846,5915.43579242
847,5791.09614859
848,5568.20612836
849,5659.3444987
850,6799.73536154
851,5292.08808023
852,5298.05652697
853,9750.40851714
854,7758.89140886
855,22188.5433401
856,7502.02093906
857,4801.52735194
858,8213.79900131
859,9620.33144125
860,7373.2910308
861,7823.67807225
862,6129.93521688
863,8958.40286384
864,9249.63118567
865,6262.67165691
866,6039.56589145
867,7297.17061012
868,9293.08562131
869,7856.73835925
870,8732.87706096
871,6012.18831047
872,5028.73657718
873,6228.02966829
874,11135.7087831
875,12092.7300856
876,11105.4280014
877,8974.5707841
878,4760.90672569
879,6309.8002653
880,5086.02330457
881,8650.25493316
882,11781.2044523
883,10288.6011358
884,6907.3603666
885,6427.75441866
886,4396.31732926
887,6110.30671008
888,12372.7852253
889,7104.20815047
890,5431.42807699
891,5954.86708513
892,8955.77441724
893,4082.33075396
894,8256.45071211
895,4815.84279246
896,7000.37723285
897,6970.60579496
898,6013.73239704
899,7952.03082874
900,7737.46874701
901,5875.49682628
902,7644.9874985
903,7861.63458047
904,11647.8095575
905,6492.77767301
906,9481.58920875
907,8272.29524984
908,9684.04603653
909,7232.67585428
910,10378.9042244
911,4926.98149026
912,5265.71636913
913,7005.49565532
914,6203.11734965
915,10042.4683315
916,8258.13624948
917,6472.13730167
918,7978.05398145
919,7364.8675281
920,10196.0065831
921,4323.52670591
922,15448.9245216
923,5447.47531428
924,6378.7599734
925,9592.70123907
926,5427.63262091
927,7481.24913901
928,6693.77984312
929,8317.38976823
930,5893.41497375
931,6463.44800744
932,8608.26663755
933,8583.85761886
934,8346.57890705
935,5753.74024865
936,7825.08509591
937,12668.2987066
938,7138.84317599
939,4760.87548071
940,7299.12043492
941,6218.37390886
942,6016.96625527
943,7930.99445284
944,4349.21374917
945,8731.81921695
946,6946.49682818
947,7719.78814443
948,7218.93409426
949,5081.69716786
950,6344.24599488
951,5885.32919149
952,9014.57154729
953,9391.94519376
954,5513.96122135
955,5236.95366172
956,7734.49642564
957,6498.96757688
958,6281.86591625
959,9219.75981046
960,7268.05249423
961,8561.54015712
962,6326.49148305
963,5239.32527769
964,7155.62080501
965,7865.01694247
966,8880.26758188
967,8924.87095507
968,9081.13819082
969,6442.01901446
970,9305.07392589
971,7232.25747299
972,8041.63477975
973,9848.08129659
974,7293.37110371
975,11152.7514493
976,8801.57267368
977,8249.21090742
978,6037.40245811
979,7863.77593215
980,7995.82382628
981,7486.82040417
982,4416.43100458
983,5713.88408886
984,9287.03332177
985,6658.20431479
986,5108.48975463
987,9282.57658881
988,7449.85858549
989,6251.51428606
990,6483.6732704
991,6108.62567406
992,8193.42432123
993,7970.56035759
994,7276.89138198
995,5893.22729359
996,5460.14610043
997,7447.39921554
998,4208.5204421
999,6517.59304068
1000,6097.68948981
1001,9633.53062704
1002,8489.42362342
1003,6861.08476854
1004,13030.8991219
1005,6844.8509516
1006,5482.96981594
1007,12169.3485599
1008,8312.58183836
1009,9140.52646131
1010,8359.35704745
1011,5472.43269215
1012,6745.89130341
1013,6029.44878556
1014,8811.50913432
1015,13183.9088133
1016,6194.74938662
1017,3815.42085598
1018,5752.68801537
1019,9616.08203922
1020,9773.95855633
1021,7340.27410665
1022,7773.95608974
1023,5170.136398
1024,6017.34854446
1025,3599.21884873
1026,5560.85827061
1027,6409.07988359
1028,7942.79227466
1029,7573.16051478
1030,7034.36262918
1031,8320.07647557
1032,9778.17338375
1033,8465.26638201
1034,5627.78388377
1035,10796.8951613
1036,12529.472457
1037,6281.98530143
1038,8447.8929885
1039,5972.728313
1040,7290.69470454
1041,4429.20736693
1042,8279.86482946
1043,6314.21321018
1044,9961.74437847
1045,7905.30557593
1046,9269.52681609
1047,8555.25333332
1048,5533.74553312
1049,10277.9323376
1050,20406.6340822
1051,11708.824996
1052,6804.27505671
1053,3330.83837162
1054,6956.22633054
1055,9623.65173694
1056,5915.64283304
1057,12608.3794203
1058,19374.9954996
1059,4435.62200113
1060,6004.33217316
1061,8753.06966422
1062,6176.92579874
1063,10657.9103393
1064,7155.18709583
1065,8673.96877929
1066,4290.34388113
1067,7442.66592113
1068,6919.43723953
1069,7900.04152545
1070,10703.7770028
1071,6569.93508441
1072,6204.35116005
1073,7548.67391832
1074,6116.34157011
1075,5725.5699711
1076,8368.04481029
1077,6124.49542991
1078,6538.57993398
1079,8445.23694239
1080,6912.60168491
1081,6702.26969848
1082,8161.68009776
1083,8175.95585818
1084,8941.38746854
1085,6062.27184452
1086,7564.12664574
1087,6368.7906291
1088,4122.46134363
1089,7275.8144544
1090,7652.65465588
1091,6681.29757607
1092,4921.66997261
1093,9749.68014527
1094,8120.50574448
1095,10416.4843148
1096,7774.15507308
1097,6038.92603184
1098,5817.84994499
1099,4576.81336386
1100,10808.0386651
1101,5629.59622942
1102,8132.12634981
1103,15456.6230156
1104,7898.28952305
1105,6849.56635392
1106,5460.59019504
1107,5259.64197635
1108,8018.72874591
1109,4445.9975299
1110,6389.68542646
1111,10989.8127368
1112,5869.43738891
1113,18265.8050702
1114,15694.1432802
1115,5371.77917095
1116,7679.38532739
1117,5900.21778782
1118,7481.24659042
1119,6423.53344247
1120,11851.3560255
1121,8567.77735013
1122,10136.0564223
1123,4851.76141557
1124,8172.80194676
1125,5207.53221474
1126,9157.37366654
1127,7260.63950573
1128,6662.09055955
1129,6880.09721361
1130,6398.85868312
1131,9082.56814465
1132,9853.36280752
1133,6637.67716676
1134,11355.8806584
1135,7219.6967725
1136,10459.7454345
1137,5470.30609016
1138,6142.89631592
1139,6059.20477768
1140,12117.4943464
1141,6762.72799351
1142,7994.01343369
1143,7914.27635182
1144,9868.04746976
1145,4772.66398971
1146,8952.16286347
1147,7230.35494041
1148,4446.78251666
1149,16513.3295012
1150,17679.4741308
1151,8366.32206523
1152,7481.10524095
1153,10644.4798046
1154,11482.0205601
1155,12771.1415018
1156,6219.83311872
1157,8688.60435995
1158,6258.59059843
1159,9194.37897962
1160,4395.33920006
1161,7011.23991031
1162,6249.30154217
1163,6532.64523048
1164,8423.0780091
1165,6267.595761
1166,5215.31084008
1167,7602.1144738
1168,4282.96264904
1169,5597.30352049
1170,6330.1900464
1171,8239.17968421
1172,10066.9129196
1173,8915.67620728
1174,7899.84015523
1175,6805.98243165
1176,6386.7390785
1177,12281.2747636
1178,8176.73346228
1179,6198.37771687
1180,5191.93653595
1181,9347.83314743
1182,4921.45142973
1183,7895.63798589
1184,3765.6576405
1185,6423.85772695
1186,8256.61575758
1187,6630.70581376
1188,5267.56920511
1189,9352.07241437
1190,10612.4891906
1191,13249.8932631
1192,6389.71597169
1193,10310.4890468
1194,3707.40986796
1195,6123.99647647
1196,7134.39075375
1197,5030.24042952
1198,8598.10252692
1199,5745.70975159
1200,5625.19283063
1201,9745.09100242
1202,12057.7430201
1203,9144.61457777
1204,6024.53086883
1205,5405.19225549
1206,8517.56365623
1207,8913.1909596
1208,6826.59245424
1209,5535.54362055
1210,7743.51364179
1211,10825.9212855
1212,5302.06518776
1213,7190.73923107
1214,9033.60980221
1215,9424.04033137
1216,14011.2567006
1217,5792.98169664
1218,13501.4552059
1219,7687.96736738
1220,5592.49756007
1221,3915.73119033
1222,6873.19673829
1223,6351.49254936
1224,6492.22316576
1225,7479.68841313
1226,5423.51124686
1227,4866.16904095
1228,7773.39001972
1229,4064.3029175
1230,8514.9830355
1231,7540.7132635
1232,8777.95155063
1233,9719.14353262
1234,5869.67265332
1235,9721.48683444
1236,7125.17280137
1237,6265.85611977
1238,6247.91837457
1239,6426.78039214
1240,11325.0747393
1241,7082.07500086
1242,5457.99920708
1243,8914.13928214
1244,8702.09684148
1245,7910.24841932
1246,6770.65049973
1247,9437.03001889
1248,5803.92258475
1249,6125.79509737
1250,6955.17739574
1251,9336.3958443
1252,6965.76079285
1253,6841.25099452
1254,6290.75595368
1255,5698.27106652
1256,4365.55365437
1257,5533.03868242
1258,8696.10507516
1259,8832.67936887
1260,11102.0271986
1261,11851.6826913
1262,8299.0940414
1263,4288.34290253
1264,5393.75683352
1265,12112.0924749
1266,12282.4630451
1267,8226.57148974
1268,9455.44544207
1269,8685.85021555
1270,6758.5349106
1271,4340.4503696
1272,11505.1692491
1273,7690.21125733
1274,7561.16055268
1275,6865.85451082
1276,3430.14942905
1277,13256.3059231
1278,6253.01525941
1279,6008.4899878
1280,5254.27564903
1281,6730.66915599
1282,7277.06585511
1283,9628.90292099
1284,6811.07966015
1285,5538.88113295
1286,5415.01352091
1287,5351.80910741
1288,3485.07084599
1289,7634.99936406
1290,18999.7445947
1291,5187.99246169
1292,6089.54415619
1293,7849.85434999
1294,6067.96983238
1295,6059.31367076
1296,5331.21674016
1297,5033.12246796
1298,7870.18383936
1299,7461.44502435
1300,4492.67733764
1301,9873.933428
1302,6588.11981245
1303,5244.71397538
1304,9015.92611673
1305,8619.18173137
1306,9723.09215004
1307,6502.29068012
1308,7552.74243166
1309,5388.50329184
1310,5461.37401885
1311,17550.8813713
1312,10686.2286243
1313,6421.08743946
1314,6304.5781476
1315,5295.75438624
1316,6250.42236215
1317,4887.96140862
1318,9405.38594714
1319,5650.59923034
1320,6045.26184344
1321,8009.44234498
1322,5062.23144674
1323,7257.6122958
1324,8605.84474797
1325,8012.16846472
1326,7855.85637784
1327,4768.37041403
1328,6196.30607403
1329,6863.17744276
1330,10565.0374408
1331,9335.76189516
1332,7481.7951806
1333,5603.25558761
1334,8618.13165267
1335,7140.29085361
1336,4982.42747138
1337,7609.03154908
1338,7588.35702683
1339,7149.84079491
1340,7265.86659414
1341,7223.82845136
1342,6678.74610692
1343,6308.34016811
1344,8007.79756997
1345,7058.33951893
1346,6973.60625117
1347,9346.80505718
1348,6672.05023076
1349,5451.3451054
1350,13113.8747298
1351,6380.15027757
1352,4285.10316649
1353,8684.4305254
1354,8702.04262647
1355,12323.6522945
1356,5551.35828084
1357,6476.28304415
1358,6617.40221105
1359,8571.23199945
1360,6355.09690286
1361,9851.56230047
1362,3587.94949797
1363,7447.24767207
1364,6352.39211088
1365,6654.18204204
1366,5729.79657654
1367,7525.78228675
1368,9712.83657246
1369,6154.96412799
1370,9295.93894602
1371,7767.68952112
1372,9293.18122934
1373,5196.28325512
1374,7277.06280439
1375,7524.08928321
1376,8938.41228357
1377,10140.6355775
1378,4078.18985633
1379,9051.20225956
1380,7866.88867149
1381,8425.14758352
1382,5335.38578194
1383,4341.48771339
1384,9058.99520831
1385,6918.47233475
1386,10011.0170843
1387,7136.6809984
1388,6431.79759638
1389,8448.28431333
1390,7464.85910226
1391,7460.79557477
1392,8947.1184658
1393,6814.59879913
1394,9633.72177188
1395,12197.2486793
1396,8757.44188509
1397,5293.15738465
1398,6457.13085701
1399,4759.15710489
1400,3828.81480679
1401,9298.56123781
1402,5905.32577762
1403,9636.26186308
1404,4930.92073207
1405,7323.32703383
1406,6401.11570618
1407,11131.1852015
1408,5598.14637308
1409,5911.92851882
1410,6682.47627976
1411,8697.83997264
1412,5093.17825013
1413,7991.24670085
1414,7905.83455305
1415,10448.0675384
1416,8562.47235538
1417,7520.72691742
1418,5880.04863837
1419,5210.44070268
1420,5613.36217621
1421,11829.6974104
1422,10664.2077424
1423,5885.33297939
1424,15240.6071944
1425,6524.54714302
1426,5742.2333813
1427,6685.2305181
1428,9085.28348199
1429,11382.6179868
1430,8031.49831432
1431,8758.89712312
1432,8981.47199203
1433,8072.35563477
1434,7345.24489363
1435,6161.16405688
1436,5285.42512633
1437,5761.06549414
1438,4633.77051876
1439,6332.98317517
1440,9526.49087324
1441,17690.519783
1442,7592.17802944
1443,5801.34954724
1444,9098.21837047
1445,4712.25828889
1446,6479.09082534
1447,4363.37601292
1448,9366.36566652
1449,7348.99935931
1450,6511.74143953
1451,14519.081301
1452,12811.764656
1453,7086.46306295
1454,7518.27634248
1455,4475.13079975
1456,5926.72038445
1457,6013.57350151
1458,8811.14857712
1459,5362.23879546
1460,4754.60457059
1461,6595.25382114
1462,6000.00361217
1463,7511.99668796
1464,8263.45168299
1465,3796.67832071
1466,7441.67276544
1467,9174.82762389
1468,8527.08428054
1469,5779.08762087
1470,5707.55114455
1471,8838.79451853
1472,5457.19666244
1473,10498.1023478
1474,5352.28022125
1475,5113.38139427
1476,7556.97700981
1477,6493.25454515
1478,5327.11710688
1479,6555.1644134
1480,8390.62463093
1481,10307.3361014
1482,11662.8062235
1483,6213.98206816
1484,4044.63563664
1485,6532.66808927
1486,6658.41020103
1487,5213.47480048
1488,7290.25628059
1489,6441.10414105
1490,12211.4449697
1491,8189.68392364
1492,6730.63057126
1493,8459.46559003
1494,5524.72581199
1495,9623.99168226
1496,6513.52612542
1497,15702.8505672
1498,7062.7608498
1499,6158.36238154
1500,6240.16206521
1501,4457.44405874
